timestamp,road_id,hour,day_of_week,is_weekend,is_rush_hour,road_type,road_lanes,road_importance,volume,speed,congestion,precipitation,incident
2025-04-17 02:00:00,20,2,3,0,0,highway,3,3,19,70.37669611851562,0.03146501377621325,0.0,0
2025-04-17 03:00:00,1,3,3,0,0,arterial,3,3,15,45.691913021240474,0.04760859768695064,0.0,0
2025-04-17 03:00:00,2,3,3,0,0,arterial,3,3,15,48.224769920082366,0.061098721010346094,0.0,0
2025-04-17 03:00:00,3,3,3,0,0,arterial,3,3,10,51.31907321599898,0.04003247708440597,0.0,0
2025-04-17 03:00:00,4,3,3,0,0,residential,1,3,10,22.10026390948454,0.19063107362994317,0.0,0
2025-04-17 03:00:00,5,3,3,0,0,residential,2,2,10,27.98030673287085,0.11632574144669057,0.0,0
2025-04-17 03:00:00,6,3,3,0,0,residential,2,3,10,27.007931484926875,0.08872742126963666,0.0,0
2025-04-17 03:00:00,7,3,3,0,0,residential,2,1,10,31.41544831938182,0.09949417898413648,0.0,0
2025-04-17 03:00:00,8,3,3,0,0,arterial,3,4,10,45.714409570668515,0.03157382285183026,0.11848556229073351,0
2025-04-17 03:00:00,9,3,3,0,0,residential,2,3,10,27.401316067710937,0.12584784555712478,0.0,0
2025-04-17 03:00:00,10,3,3,0,0,highway,4,3,32,56.03454754653718,0.03862214206805605,0.0,0
2025-04-17 03:00:00,11,3,3,0,0,residential,1,1,10,27.9099663832814,0.18295939611165435,0.0,0
2025-04-17 03:00:00,12,3,3,0,0,residential,1,3,10,27.921857349082096,0.1807651643893102,0.0,0
2025-04-17 03:00:00,13,3,3,0,0,residential,1,2,10,29.960676359017928,0.18949721967836308,0.0,0
2025-04-17 03:00:00,14,3,3,0,0,residential,2,1,10,22.437277789317807,0.09794247188044386,0.0,0
2025-04-17 03:00:00,15,3,3,0,0,highway,4,3,24,64.45836023072064,0.03494979772315776,0.0,0
2025-04-17 03:00:00,16,3,3,0,0,residential,1,1,10,23.85623092944602,0.1800485854386331,0.0,0
2025-04-17 03:00:00,17,3,3,0,0,arterial,2,4,16,46.34216062030512,0.07261769078141286,0.21844735653190753,0
2025-04-17 03:00:00,18,3,3,0,0,residential,1,1,10,28.862630063905858,0.19748966178273145,0.47797267453170517,0
2025-04-17 03:00:00,19,3,3,0,0,arterial,3,3,14,46.99198049093262,0.049347133423922086,1.535800099647716,0
2025-04-17 03:00:00,20,3,3,0,0,highway,3,3,26,74.03385552011562,0.039671648395093934,0.0,0
2025-04-17 04:00:00,1,4,3,0,0,arterial,3,3,24,54.122024004493724,0.0785900710089031,0.0,0
2025-04-17 04:00:00,2,4,3,0,0,arterial,3,3,20,43.45977799086453,0.06929920596650752,0.0,0
2025-04-17 04:00:00,3,4,3,0,0,arterial,3,3,34,40.03492015196711,0.12202651784285157,0.0,0
2025-04-17 04:00:00,4,4,3,0,0,residential,1,3,15,24.614069335351736,0.2912741148144207,0.0,0
2025-04-17 04:00:00,5,4,3,0,0,residential,2,2,14,26.285773003757058,0.14853352998726005,0.0,0
2025-04-17 04:00:00,6,4,3,0,0,residential,2,3,10,25.2531339618667,0.08265110496401884,0.4030540888783547,0
2025-04-17 04:00:00,7,4,3,0,0,residential,2,1,10,25.55107207731711,0.09388705738715382,0.0,0
2025-04-17 04:00:00,8,4,3,0,0,arterial,3,4,25,46.413167213770635,0.09258921292509682,0.8982440307180507,0
2025-04-17 04:00:00,9,4,3,0,0,residential,2,3,10,29.341074023676814,0.0897665901121007,0.663405432915256,0
2025-04-17 04:00:00,10,4,3,0,0,highway,4,3,40,77.0,0.04635173714496858,0.0,0
2025-04-17 04:00:00,11,4,3,0,0,residential,1,1,10,31.798979400050374,0.19072053893038773,0.0,0
2025-04-17 04:00:00,12,4,3,0,0,residential,1,3,12,20.43006706673735,0.25065708243832846,0.0,0
2025-04-17 04:00:00,13,4,3,0,0,residential,1,2,12,23.46618054815394,0.2576743863239672,0.0,0
2025-04-17 04:00:00,14,4,3,0,0,residential,2,1,10,22.810579813167784,0.11709876732504552,0.0,0
2025-04-17 04:00:00,15,4,3,0,0,highway,4,3,59,73.34921062086475,0.07692502064224745,0.0,0
2025-04-17 04:00:00,16,4,3,0,0,residential,1,1,12,26.935241357313537,0.24113135289686907,0.0,0
2025-04-17 04:00:00,17,4,3,0,0,arterial,2,4,28,39.956549940712954,0.1360087377625376,0.0,0
2025-04-17 04:00:00,18,4,3,0,0,residential,1,1,10,24.885709967318032,0.19605326253979877,0.0,0
2025-04-17 04:00:00,19,4,3,0,0,arterial,3,3,19,53.40329408480558,0.059064374433693036,0.0,0
2025-04-17 04:00:00,20,4,3,0,0,highway,3,3,33,70.4774852439665,0.05300981597786339,0.0,0
2025-04-17 05:00:00,1,5,3,0,0,arterial,3,3,53,41.766143548528,0.19373187291045876,0.0,0
2025-04-17 05:00:00,2,5,3,0,0,arterial,3,3,39,51.78996237403556,0.13553182346485487,0.0,0
2025-04-17 05:00:00,3,5,3,0,0,arterial,3,3,59,41.34760091718315,0.1934264339069211,0.0,0
2025-04-17 05:00:00,4,5,3,0,0,residential,1,3,15,23.64582052517516,0.2513289928645433,0.0,0
2025-04-17 05:00:00,5,5,3,0,0,residential,2,2,28,27.981677398904285,0.26349630025860193,2.0171107827112156,0
2025-04-17 05:00:00,6,5,3,0,0,residential,2,3,31,24.21583426233675,0.2860155592230583,0.0,0
2025-04-17 05:00:00,7,5,3,0,0,residential,2,1,36,20.96227497976785,0.4103427478389584,0.0,0
2025-04-17 05:00:00,8,5,3,0,0,arterial,3,4,40,47.426511157299146,0.15460247300247248,0.0,0
2025-04-17 05:00:00,9,5,3,0,0,residential,2,3,22,26.672581718955744,0.20327280202989936,0.0,0
2025-04-17 05:00:00,10,5,3,0,0,highway,4,3,81,66.293331918724,0.1077728557290814,0.0,0
2025-04-17 05:00:00,11,5,3,0,0,residential,1,1,18,21.224200555179173,0.3664131625979953,0.25458038512909464,0
2025-04-17 05:00:00,12,5,3,0,0,residential,1,3,21,24.924124027661936,0.38937237561438565,0.0,0
2025-04-17 05:00:00,13,5,3,0,0,residential,1,2,39,9.327263779828584,0.899392913810262,0.0,0
2025-04-17 05:00:00,14,5,3,0,0,residential,2,1,35,26.222011241213423,0.33463905832670915,0.06123033372400668,0
2025-04-17 05:00:00,15,5,3,0,0,highway,4,3,122,75.45557569797697,0.1255773209075061,0.0,0
2025-04-17 05:00:00,16,5,3,0,0,residential,1,1,38,11.398481122157486,0.812841636570381,0.0,0
2025-04-17 05:00:00,17,5,3,0,0,arterial,2,4,57,41.70642119570903,0.2828386723207548,0.0,0
2025-04-17 05:00:00,18,5,3,0,0,residential,1,1,26,18.794863254667693,0.4824458004801077,0.0,0
2025-04-17 05:00:00,19,5,3,0,0,arterial,3,3,71,37.39403233590244,0.24288672217778465,0.0,0
2025-04-17 05:00:00,20,5,3,0,0,highway,3,3,136,64.52674235344621,0.235866218717839,0.0,0
2025-04-17 06:00:00,1,6,3,0,0,arterial,3,3,82,34.98992646493193,0.28562042889757056,0.8558903106099556,0
2025-04-17 06:00:00,2,6,3,0,0,arterial,3,3,90,32.681668917889766,0.31606429793641233,0.0,0
2025-04-17 06:00:00,3,6,3,0,0,arterial,3,3,120,40.92440611466023,0.34688704649654944,0.0,0
2025-04-17 06:00:00,4,6,3,0,0,residential,1,3,40,6.402900968928387,1.0,0.0,1
2025-04-17 06:00:00,5,6,3,0,0,residential,2,2,57,18.215291656197678,0.4879340909492635,0.0,0
2025-04-17 06:00:00,6,6,3,0,0,residential,2,3,27,26.14891767282608,0.2535869447226199,0.0,0
2025-04-17 06:00:00,7,6,3,0,0,residential,2,1,38,24.14400208317106,0.31350438139967884,0.0,0
2025-04-17 06:00:00,8,6,3,0,0,arterial,3,4,114,40.79800966701346,0.4235859259535966,0.0,0
2025-04-17 06:00:00,9,6,3,0,0,residential,2,3,53,19.033720964956203,0.4936632006160701,0.0,0
2025-04-17 06:00:00,10,6,3,0,0,highway,4,3,163,72.64794432178233,0.205032477694443,0.0,0
2025-04-17 06:00:00,11,6,3,0,0,residential,1,1,47,9.807182139416653,1.0,0.0,0
2025-04-17 06:00:00,12,6,3,0,0,residential,1,3,41,11.47435725502945,0.8895266377242279,0.0,0
2025-04-17 06:00:00,13,6,3,0,0,residential,1,2,51,9.734610058362726,1.0,0.004942198633743439,0
2025-04-17 06:00:00,14,6,3,0,0,residential,2,1,32,24.785958216178514,0.2926815030107338,0.0,0
2025-04-17 06:00:00,15,6,3,0,0,highway,4,3,187,48.216380900308025,0.2713399885859747,0.0,0
2025-04-17 06:00:00,16,6,3,0,0,residential,1,1,54,8.678643600955914,1.0,0.0,0
2025-04-17 06:00:00,17,6,3,0,0,arterial,2,4,129,32.76966737483258,0.5019698131088394,0.0,0
2025-04-17 06:00:00,18,6,3,0,0,residential,1,1,24,9.886110599408287,0.7716554918494849,0.0,1
2025-04-17 06:00:00,19,6,3,0,0,arterial,3,3,104,41.673828212988155,0.31028426205265147,0.0,0
2025-04-17 06:00:00,20,6,3,0,0,highway,3,3,202,57.21101250199138,0.35013960354423956,0.0,0
2025-04-17 07:00:00,1,7,3,0,1,arterial,3,3,149,41.4745194431423,0.47480777019651194,0.0,0
2025-04-17 07:00:00,2,7,3,0,1,arterial,3,3,217,25.189887251641757,0.6626731139691922,0.5148707240426046,0
2025-04-17 07:00:00,3,7,3,0,1,arterial,3,3,161,32.70708537161641,0.45011503457460306,0.01827984048444224,0
2025-04-17 07:00:00,4,7,3,0,1,residential,1,3,71,8.936569947485545,1.0,0.0,0
2025-04-17 07:00:00,5,7,3,0,1,residential,2,2,128,5.286953913608896,1.0,0.0,1
2025-04-17 07:00:00,6,7,3,0,1,residential,2,3,44,23.59896376755647,0.4165549878084353,0.23847209209760295,0
2025-04-17 07:00:00,7,7,3,0,1,residential,2,1,68,15.244806671929853,0.6714259806727866,0.0,0
2025-04-17 07:00:00,8,7,3,0,1,arterial,3,4,236,17.390270771601188,0.8581384114139898,0.40453416489952576,0
2025-04-17 07:00:00,9,7,3,0,1,residential,2,3,103,8.913236952024272,1.0,0.0,0
2025-04-17 07:00:00,10,7,3,0,1,highway,4,3,349,48.704204263261204,0.41984628365423476,0.0,0
2025-04-17 07:00:00,11,7,3,0,1,residential,1,1,89,10.364660217714146,1.0,0.0,0
2025-04-17 07:00:00,12,7,3,0,1,residential,1,3,62,7.615467158629575,1.0,0.0,0
2025-04-17 07:00:00,13,7,3,0,1,residential,1,2,93,8.776537271952806,1.0,0.0,0
2025-04-17 07:00:00,14,7,3,0,1,residential,2,1,108,9.125109636605076,1.0,0.0,0
2025-04-17 07:00:00,15,7,3,0,1,highway,4,3,395,40.492651032658884,0.4954194007567076,0.0,0
2025-04-17 07:00:00,16,7,3,0,1,residential,1,1,52,8.265184072111232,1.0,0.0,0
2025-04-17 07:00:00,17,7,3,0,1,arterial,2,4,171,18.62372459259803,0.8097621375639974,0.0,0
2025-04-17 07:00:00,18,7,3,0,1,residential,1,1,118,7.654747534044286,1.0,0.0,0
2025-04-17 07:00:00,19,7,3,0,1,arterial,3,3,111,36.07926793602317,0.3568811102558312,0.0,0
2025-04-17 07:00:00,20,7,3,0,1,highway,3,3,279,49.79154067607915,0.42548319593112177,0.0,0
2025-04-17 08:00:00,1,8,3,0,1,arterial,3,3,177,31.39983391171113,0.5803299378137409,0.0,0
2025-04-17 08:00:00,2,8,3,0,1,arterial,3,3,207,28.69359419373962,0.5824512201573493,0.0,0
2025-04-17 08:00:00,3,8,3,0,1,arterial,3,3,196,34.49414675536308,0.6011677249520733,0.0,0
2025-04-17 08:00:00,4,8,3,0,1,residential,1,3,66,8.599405173453286,1.0,0.0877422739774158,0
2025-04-17 08:00:00,5,8,3,0,1,residential,2,2,86,12.395435785095248,0.8800766827606716,0.2603759909292754,0
2025-04-17 08:00:00,6,8,3,0,1,residential,2,3,114,9.704482955909805,1.0,0.0,0
2025-04-17 08:00:00,7,8,3,0,1,residential,2,1,131,8.127087907636886,1.0,0.0,0
2025-04-17 08:00:00,8,8,3,0,1,arterial,3,4,278,15.926482389574478,0.9616348360582798,0.0,0
2025-04-17 08:00:00,9,8,3,0,1,residential,2,3,65,16.087800794895383,0.6775502245186088,0.0,0
2025-04-17 08:00:00,10,8,3,0,1,highway,4,3,323,44.505270643294104,0.40742249920737467,0.0,0
2025-04-17 08:00:00,11,8,3,0,1,residential,1,1,95,5.669835863297225,1.0,0.0,1
2025-04-17 08:00:00,12,8,3,0,1,residential,1,3,73,7.499438712052436,1.0,0.0,0
2025-04-17 08:00:00,13,8,3,0,1,residential,1,2,107,5.0,1.0,0.0,1
2025-04-17 08:00:00,14,8,3,0,1,residential,2,1,130,7.747849725647016,1.0,0.4073065550853076,0
2025-04-17 08:00:00,15,8,3,0,1,highway,4,3,500,35.37783189069293,0.6733593402545701,0.0,0
2025-04-17 08:00:00,16,8,3,0,1,residential,1,1,75,8.47497381095313,1.0,0.0,0
2025-04-17 08:00:00,17,8,3,0,1,arterial,2,4,308,12.609154334766568,1.0,0.0,0
2025-04-17 08:00:00,18,8,3,0,1,residential,1,1,125,7.570666778527082,1.0,0.0,0
2025-04-17 08:00:00,19,8,3,0,1,arterial,3,3,255,21.45944304953028,0.9245667011663395,0.0,0
2025-04-17 08:00:00,20,8,3,0,1,highway,3,3,408,34.605594476903555,0.6853189905542073,0.0,0
2025-04-17 09:00:00,1,9,3,0,1,arterial,3,3,181,35.33130612034935,0.4148534745910167,0.0,0
2025-04-17 09:00:00,2,9,3,0,1,arterial,3,3,175,25.756443522450603,0.5521993852166911,0.0,0
2025-04-17 09:00:00,3,9,3,0,1,arterial,3,3,117,22.947491659238956,0.5324258981440946,0.0,1
2025-04-17 09:00:00,4,9,3,0,1,residential,1,3,50,9.231107804779473,1.0,0.0,0
2025-04-17 09:00:00,5,9,3,0,1,residential,2,2,92,8.594788962362687,0.9683512753925979,0.0,0
2025-04-17 09:00:00,6,9,3,0,1,residential,2,3,58,18.69905533609916,0.5465389810244969,0.0,0
2025-04-17 09:00:00,7,9,3,0,1,residential,2,1,85,9.775055475777956,0.8560378628755866,0.0,0
2025-04-17 09:00:00,8,9,3,0,1,arterial,3,4,90,43.78221363466257,0.3330757299206533,0.0,0
2025-04-17 09:00:00,9,9,3,0,1,residential,2,3,58,16.97998481378174,0.5849902987417658,0.0,0
2025-04-17 09:00:00,10,9,3,0,1,highway,4,3,258,47.819646633522616,0.3410465803021088,0.8163121707604235,0
2025-04-17 09:00:00,11,9,3,0,1,residential,1,1,54,9.111732860959274,1.0,0.0,0
2025-04-17 09:00:00,12,9,3,0,1,residential,1,3,89,6.162997164141579,1.0,0.2020208779338714,1
2025-04-17 09:00:00,13,9,3,0,1,residential,1,2,81,9.76535526938903,1.0,0.4367585970484725,0
2025-04-17 09:00:00,14,9,3,0,1,residential,2,1,98,8.722086832684365,1.0,0.058938221260375505,0
2025-04-17 09:00:00,15,9,3,0,1,highway,4,3,293,56.07823638052049,0.3407410320451607,0.0,0
2025-04-17 09:00:00,16,9,3,0,1,residential,1,1,75,8.523763791824678,1.0,0.0,0
2025-04-17 09:00:00,17,9,3,0,1,arterial,2,4,176,24.57218292593633,0.7169983057474731,0.0,0
2025-04-17 09:00:00,18,9,3,0,1,residential,1,1,65,7.749239425616414,1.0,0.3976075289721222,0
2025-04-17 09:00:00,19,9,3,0,1,arterial,3,3,158,25.744496487793388,0.6143256883355499,0.0,0
2025-04-17 09:00:00,20,9,3,0,1,highway,3,3,385,41.97494558079837,0.6776329881858076,0.0,0
2025-04-17 10:00:00,1,10,3,0,0,arterial,3,3,100,43.69556282968755,0.35546828908038136,0.0,0
2025-04-17 10:00:00,2,10,3,0,0,arterial,3,3,77,38.52641140909639,0.2689216893661957,0.0,0
2025-04-17 10:00:00,3,10,3,0,0,arterial,3,3,141,34.18024154192384,0.4712282258991963,0.0,0
2025-04-17 10:00:00,4,10,3,0,0,residential,1,3,54,9.394103181536407,1.0,0.0,0
2025-04-17 10:00:00,5,10,3,0,0,residential,2,2,65,17.874375438908388,0.5647477501187513,0.0,0
2025-04-17 10:00:00,6,10,3,0,0,residential,2,3,55,19.388455086982386,0.46476949408860835,0.0,0
2025-04-17 10:00:00,7,10,3,0,0,residential,2,1,74,13.15926968405692,0.7455818990108544,0.0,0
2025-04-17 10:00:00,8,10,3,0,0,arterial,3,4,146,33.5630773663458,0.5054535139779863,0.0,0
2025-04-17 10:00:00,9,10,3,0,0,residential,2,3,70,16.98947019604181,0.6265721752948087,0.0,0
2025-04-17 10:00:00,10,10,3,0,0,highway,4,3,282,50.90265382385353,0.33826403390696447,0.0,0
2025-04-17 10:00:00,11,10,3,0,0,residential,1,1,63,8.876508445293828,1.0,0.0,0
2025-04-17 10:00:00,12,10,3,0,0,residential,1,3,71,10.744695740145621,1.0,0.0,0
2025-04-17 10:00:00,13,10,3,0,0,residential,1,2,40,14.14760544808113,0.8121529250824113,0.0,0
2025-04-17 10:00:00,14,10,3,0,0,residential,2,1,58,16.434348775132264,0.6071513964058728,0.0,0
2025-04-17 10:00:00,15,10,3,0,0,highway,4,3,313,54.87882051292366,0.40284228371874725,0.0,0
2025-04-17 10:00:00,16,10,3,0,0,residential,1,1,39,16.003924491392734,0.7418292744147209,0.0,0
2025-04-17 10:00:00,17,10,3,0,0,arterial,2,4,115,34.2313772473445,0.5241684014374706,0.0,0
2025-04-17 10:00:00,18,10,3,0,0,residential,1,1,45,10.616472327844642,1.0,0.0,0
2025-04-17 10:00:00,19,10,3,0,0,arterial,3,3,86,38.752821600549474,0.27335937845474095,0.0,0
2025-04-17 10:00:00,20,10,3,0,0,highway,3,3,197,65.72732068686588,0.27469456324004604,0.0,0
2025-04-17 11:00:00,1,11,3,0,0,arterial,3,3,147,35.839719769599526,0.48400862928023325,0.0,0
2025-04-17 11:00:00,2,11,3,0,0,arterial,3,3,183,35.610681896161,0.5422973334994312,0.0,0
2025-04-17 11:00:00,3,11,3,0,0,arterial,3,3,126,35.503212620621404,0.4570682319341212,0.0,0
2025-04-17 11:00:00,4,11,3,0,0,residential,1,3,41,11.199841843671233,0.8789908520573043,0.32616844442937465,0
2025-04-17 11:00:00,5,11,3,0,0,residential,2,2,60,19.637014281639996,0.5503188740464492,0.0,0
2025-04-17 11:00:00,6,11,3,0,0,residential,2,3,51,18.161198916730598,0.5112168439175591,0.0,0
2025-04-17 11:00:00,7,11,3,0,0,residential,2,1,53,19.41692268278319,0.5931665870852207,0.0,0
2025-04-17 11:00:00,8,11,3,0,0,arterial,3,4,121,30.764943363639723,0.4523302012032829,0.0,0
2025-04-17 11:00:00,9,11,3,0,0,residential,2,3,40,24.56324011225031,0.35178760616811183,0.0,0
2025-04-17 11:00:00,10,11,3,0,0,highway,4,3,318,47.56422842004453,0.37611452579482385,0.0,0
2025-04-17 11:00:00,11,11,3,0,0,residential,1,1,58,8.278490780007118,1.0,0.0,0
2025-04-17 11:00:00,12,11,3,0,0,residential,1,3,63,9.53820753249872,1.0,0.06854636163877893,0
2025-04-17 11:00:00,13,11,3,0,0,residential,1,2,53,9.517267281706548,1.0,0.0,0
2025-04-17 11:00:00,14,11,3,0,0,residential,2,1,61,15.71758582689903,0.543853804133669,0.0,0
2025-04-17 11:00:00,15,11,3,0,0,highway,4,3,256,53.28239594887619,0.33599435405343947,0.0,0
2025-04-17 11:00:00,16,11,3,0,0,residential,1,1,54,10.035597397740867,1.0,0.0,0
2025-04-17 11:00:00,17,11,3,0,0,arterial,2,4,99,33.113686795382954,0.5151087045854684,0.0,0
2025-04-17 11:00:00,18,11,3,0,0,residential,1,1,53,9.67506197455882,1.0,0.0,0
2025-04-17 11:00:00,19,11,3,0,0,arterial,3,3,99,35.7765511417862,0.37801911250535486,0.0,0
2025-04-17 11:00:00,20,11,3,0,0,highway,3,3,193,55.59662441402654,0.3673593384106524,0.0,0
2025-04-17 12:00:00,1,12,3,0,0,arterial,3,3,119,34.246725211136294,0.4253091039008928,0.0,0
2025-04-17 12:00:00,2,12,3,0,0,arterial,3,3,97,44.04460709434258,0.28949853090915106,0.0,0
2025-04-17 12:00:00,3,12,3,0,0,arterial,3,3,144,31.44608729583823,0.45680008828539753,0.20080431598540513,0
2025-04-17 12:00:00,4,12,3,0,0,residential,1,3,55,8.257801175873022,1.0,0.0,0
2025-04-17 12:00:00,5,12,3,0,0,residential,2,2,48,25.406494923525784,0.39299338629116365,0.0,0
2025-04-17 12:00:00,6,12,3,0,0,residential,2,3,61,20.392296168554875,0.49589779232058356,0.0,0
2025-04-17 12:00:00,7,12,3,0,0,residential,2,1,36,19.953134489408896,0.44848399745211404,0.0,0
2025-04-17 12:00:00,8,12,3,0,0,arterial,3,4,147,31.890454593722545,0.5204256283517656,0.0,0
2025-04-17 12:00:00,9,12,3,0,0,residential,2,3,45,21.510218823237135,0.5286115369354933,0.0,0
2025-04-17 12:00:00,10,12,3,0,0,highway,4,3,290,49.28264438737341,0.32546410445857704,0.0,0
2025-04-17 12:00:00,11,12,3,0,0,residential,1,1,43,11.504839218096944,0.8962937945853413,0.0,0
2025-04-17 12:00:00,12,12,3,0,0,residential,1,3,40,10.899176181787194,0.787774122403258,0.0,0
